Jahr;OPS_Code;Beschreibung;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2021;OPS-8-550;    Geriatrische frührehabilitative Komplexbehandlung;-;-;-;-;-;-;-;-;-;-;2;3;14;82;1048;4339;11547;18627;32614;24953;11512;2196;106937;-;-;-;-;-;-;-;-;-;-;1;3;8;42;989;4354;14615;29439;62825;56583;30276;8035;207170;-;-;-;-;-;-;-;-;-;-;3;6;22;124;2037;8693;26162;48066;95439;81536;41788;10231;314107
2021;OPS-8-552;    Neurologisch-neurochirurgische Frührehabilitation;10;26;24;34;40;62;140;126;227;304;436;669;1246;1913;2515;2910;2873;2831;2840;1176;231;17;20650;14;25;27;30;23;18;66;88;117;181;250;395;670;1049;1307;1644;1855;2233;2754;1391;395;55;14587;24;51;51;64;63;80;206;214;344;485;686;1064;1916;2962;3822;4554;4728;5064;5594;2567;626;72;35237
2021;OPS-8-553;    Frührehabil. Komplexbehandl.v.Pat.m.Kopf-Hals-Tum.;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;3;2;-;3;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;4;1;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;1;1;3;3;5;2;4;4;-;-;-;23
2021;OPS-8-559;    Fachübergreifende und andere Frührehabilitation;-;-;-;-;4;4;23;34;55;80;120;191;354;506;675;542;360;279;253;103;22;3;3608;-;-;-;3;1;2;23;41;52;105;137;237;455;599;645;544;340;254;269;144;53;11;3915;-;-;-;3;5;6;46;75;107;185;257;428;809;1105;1320;1086;700;533;522;247;75;14;7523
2021;OPS-8-560;    Lichttherapie;23195;51;42;63;111;107;360;417;464;497;563;567;939;1201;1082;991;799;800;943;404;93;15;33704;17371;50;71;107;190;173;518;466;510;456;454;600;903;1093;1060;899;807;682;697;369;109;39;27624;40566;101;113;170;301;280;878;883;974;953;1017;1167;1842;2294;2142;1890;1606;1482;1640;773;202;54;61328
2021;OPS-8-561;    Funktionsorientierte physikalische Therapie;4190;1523;1382;1966;1328;717;1790;2016;2640;3175;3916;5286;9699;15393;18225;18244;18670;18246;20474;10434;3527;621;163462;3348;1235;1164;1980;1332;625;1637;1870;2617;3154;4073;5856;10597;15118;17155;18991;21072;23750;30879;18920;8404;2247;196024;7538;2758;2546;3946;2660;1342;3427;3886;5257;6329;7989;11142;20296;30511;35380;37235;39742;41996;51353;29354;11931;2868;359486
2021;OPS-8-563;    Physikalisch-medizinische Komplexbehandlung;-;-;2;3;7;7;17;18;25;23;50;80;137;224;245;221;226;171;182;50;26;6;1720;1;1;-;2;6;5;23;11;34;75;72;162;260;330;354;255;265;224;226;139;50;9;2504;1;1;2;5;13;12;40;29;59;98;122;242;397;554;599;476;491;395;408;189;76;15;4224
2021;OPS-8-600;    Lokoreg. Hyperthermie im Rahmen e.onkolog.Therapie;-;13;2;6;-;3;22;24;32;53;29;58;117;200;247;244;197;92;88;21;1;-;1449;1;3;1;8;8;6;16;28;47;119;75;215;411;467;430;338;267;153;76;27;3;-;2699;1;16;3;14;8;9;38;52;79;172;104;273;528;667;677;582;464;245;164;48;4;-;4148
2021;OPS-8-601;    Teilkörperhyperthermie i.Rahmen e.onkolog.Therapie;-;1;-;1;-;-;1;-;2;4;2;1;13;14;12;2;3;9;2;-;-;-;67;-;-;-;2;-;3;2;4;-;5;10;15;50;16;17;7;9;1;-;-;-;-;141;-;1;-;3;-;3;3;4;2;9;12;16;63;30;29;9;12;10;2;-;-;-;208
2021;OPS-8-602;    Ganzkörperhyperthermie i.Rahmen e.onkolog.Therapie;1;-;-;-;-;-;3;5;3;6;4;12;16;61;55;60;33;11;8;2;-;-;280;-;-;-;-;-;1;2;4;14;30;53;102;182;211;153;108;65;35;9;4;-;-;973;1;-;-;-;-;1;5;9;17;36;57;114;198;272;208;168;98;46;17;6;-;-;1253
2021;OPS-8-603;    Interstit.u.intrakav.Hyperthermie i.R.e.onkol.Th.;-;-;-;-;-;-;-;-;-;6;1;3;16;29;47;78;43;70;42;11;1;-;347;-;-;-;-;-;-;-;-;-;-;3;-;1;12;10;11;21;27;22;5;-;-;112;-;-;-;-;-;-;-;-;-;6;4;3;17;41;57;89;64;97;64;16;1;-;459
2021;OPS-8-604;    Computergestützte Planung einer Hyperthermie;-;-;-;-;-;-;-;5;-;-;3;4;3;7;5;8;1;1;2;2;-;-;41;1;1;-;-;-;4;2;3;-;5;2;1;8;10;6;9;14;5;1;-;-;-;72;1;1;-;-;-;4;2;8;-;5;5;5;11;17;11;17;15;6;3;2;-;-;113
2021;OPS-8-607;    Hypothermiebehandlung;568;48;52;61;40;56;137;131;158;288;407;530;1000;1399;1536;1430;1323;1097;1066;376;64;6;11773;447;31;34;27;19;20;73;72;125;156;173;249;414;529;609;659;617;646;653;271;70;22;5916;1015;79;86;88;59;76;210;203;283;444;580;779;1414;1928;2145;2089;1940;1743;1719;647;134;28;17689
2021;OPS-8-63--8-66;  Elektrostimulation u.-therapie d.fokus.Ultraschall;287;147;140;315;213;128;394;576;1071;1717;2620;4626;10098;17623;22204;25153;26659;25318;24714;9303;1881;191;175379;215;124;122;390;324;137;397;441;623;882;1338;2109;4215;6746;9593;14222;19453;24490;28903;13080;2976;363;131143;502;271;262;705;537;265;791;1017;1694;2599;3958;6735;14313;24369;31797;39375;46112;49808;53617;22383;4857;554;306522
2021;OPS-8-630;    Elektrokrampftherapie (EKT);-;-;-;-;-;-;-;3;3;4;4;-;3;5;9;-;-;1;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;1;3;-;-;-;-;10;-;-;-;-;-;-;-;3;3;4;4;-;5;7;11;-;1;4;-;-;-;-;42
2021;OPS-8-631;    Neurostimulation;9;27;59;166;68;24;24;24;30;41;58;102;213;345;351;363;309;156;65;19;5;-;2459;8;31;52;140;33;9;22;28;28;35;65;73;147;223;227;212;199;136;87;28;2;-;1785;17;58;111;306;101;33;46;52;58;76;123;175;360;568;578;575;508;292;152;47;7;-;4244
2021;OPS-8-632;    Repetitive transkranielle Magnetstimulation (rTMS);-;-;-;-;-;-;-;3;5;10;5;2;6;4;12;7;8;3;3;2;-;-;70;-;1;-;-;-;5;4;9;12;11;13;10;11;11;8;9;5;7;8;1;-;-;125;-;1;-;-;-;5;4;12;17;21;18;12;17;15;20;16;13;10;11;3;-;-;195
2021;OPS-8-633;    Pharyngeale elektrische Stimulation (PES);-;-;-;-;-;-;-;1;-;2;1;4;10;7;15;8;11;11;10;2;-;-;82;-;-;-;-;-;-;-;-;-;-;3;-;1;2;4;8;4;2;4;-;-;-;28;-;-;-;-;-;-;-;1;-;2;4;4;11;9;19;16;15;13;14;2;-;-;110
2021;OPS-8-640;    Externe elektrische Defibrillation d. Herzrhythmus;66;31;14;37;42;39;187;309;615;1043;1829;3393;7723;13772;17724;20329;21379;19352;17575;6027;1078;97;132661;45;14;15;21;23;15;50;90;162;241;460;818;1986;3923;6588;10962;15499;19605;22021;9164;1904;210;93816;111;45;29;58;65;54;237;399;777;1284;2289;4211;9709;17695;24312;31291;36878;38957;39596;15191;2982;307;226477
2021;OPS-8-641;    Temporäre ext. elektr. Stimulation d. Herzrhythmus;127;30;8;11;3;2;16;15;32;63;71;166;357;633;822;1006;1055;1172;1335;541;159;22;7646;96;34;9;8;5;5;12;9;16;22;30;46;99;174;256;455;555;728;1011;601;193;35;4399;223;64;17;19;8;7;28;24;48;85;101;212;456;807;1078;1461;1610;1900;2346;1142;352;57;12045
2021;OPS-8-642;    Temporäre int. Elektr. Stimulation d. Herzrhythmus;66;20;34;46;47;28;67;68;115;159;239;416;821;1475;1886;2303;2848;3670;4852;2391;584;61;22196;55;16;22;36;43;24;66;59;94;109;126;179;351;526;802;1157;1766;2624;4246;2633;712;83;15729;121;36;56;82;90;52;133;127;209;268;365;595;1172;2001;2688;3460;4614;6294;9098;5024;1296;144;37925
2021;OPS-8-643;    Elektr. Stimulation d. Herzrhythmus, intraoperativ;6;1;2;7;1;3;2;5;8;15;17;42;101;154;197;265;264;245;249;103;12;2;1701;3;3;2;4;-;1;1;3;4;7;13;12;28;43;71;85;122;145;173;109;14;4;847;9;4;4;11;1;4;3;8;12;22;30;54;129;197;268;350;386;390;422;212;26;6;2548
2021;OPS-8-650;    Elektrotherapie;13;38;23;47;50;32;97;146;262;379;395;497;863;1223;1180;868;773;697;618;216;43;9;8469;8;25;22;179;218;76;240;237;303;450;616;954;1583;1838;1632;1334;1297;1237;1350;544;151;31;14325;21;63;45;226;268;108;337;383;565;829;1011;1451;2446;3061;2812;2202;2070;1934;1968;760;194;40;22794
2021;OPS-8-651;    Thermotherapie mit magnetischen Nanopartikeln;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;-;1;-;1;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;1;4;-;2;-;1;-;1;1;-;-;10
2021;OPS-8-660;    Magnetresonanz-gesteuerter fokus. Ultraschall;-;-;-;1;2;-;1;2;1;1;1;3;1;5;7;4;12;11;7;1;-;-;60;-;-;-;2;2;2;2;6;4;7;12;17;3;4;2;-;4;3;2;-;-;-;72;-;-;-;3;4;2;3;8;5;8;13;20;4;9;9;4;16;14;9;1;-;-;132
2021;OPS-8-70--8-72;  Maßnahmen für das Atmungssystem;68782;3262;1224;1278;1068;706;2289;3097;5005;7217;9968;14597;26167;41140;52114;56761;55852;49748;48054;19348;4219;463;472359;50565;2592;989;1050;736;547;1581;1967;2941;3470;4660;6983;12656;20528;27654;33588;35213;33781;36337;18072;5319;1048;302277;119347;5854;2213;2328;1804;1253;3870;5064;7946;10687;14628;21580;38823;61668;79768;90349;91065;83529;84391;37420;9538;1511;774636
2021;OPS-8-700;    Offenhalten der oberen Atemwege;4081;104;54;58;54;54;130;179;245;302;380;567;979;1592;1933;2095;2127;1887;1713;709;142;21;19406;3139;80;44;53;35;40;93;95;137;150;180;266;490;838;1022;1185;1324;1314;1284;618;220;36;12643;7220;184;98;111;89;94;223;274;382;452;560;833;1469;2430;2955;3280;3451;3201;2997;1327;362;57;32049
2021;OPS-8-701;    Einfache endotracheale Intubation;6422;834;384;374;347;287;911;1057;1561;2244;3002;4243;7824;12333;15863;17747;17659;16119;16077;6603;1432;156;133479;4750;676;293;353;284;258;747;842;1198;1300;1659;2310;3987;5899;7823;9644;10280;10682;12134;6191;1888;395;83593;11172;1510;677;727;631;545;1658;1899;2759;3544;4661;6553;11811;18232;23686;27391;27939;26801;28211;12794;3320;551;217072
2021;OPS-8-704;    Intubation mit Doppellumentubus;39;1;1;3;8;5;11;15;22;10;27;32;72;103;118;134;121;104;77;15;3;1;922;33;-;-;3;-;6;11;11;10;13;22;20;42;57;67;70;67;60;40;16;2;-;550;72;1;1;6;8;11;22;26;32;23;49;52;114;160;185;204;188;164;117;31;5;1;1472
2021;OPS-8-706;    Anlegen einer Maske zur maschinellen Beatmung;16971;400;150;185;171;113;406;590;1044;1506;2258;3378;6221;10212;13836;16032;16382;15243;15795;7068;1700;184;129845;12446;291;119;162;107;86;276;392;620;779;1041;1654;3056;5282;7694;9810;10805;10881;12757;7134;2230;428;88050;29417;691;269;347;278;199;682;982;1664;2285;3299;5032;9277;15494;21530;25842;27187;26124;28552;14202;3930;612;217895
2021;OPS-8-711;    Maschin. Beatmung bei Neugeborenen und Säuglingen;35003;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35026;25627;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25638;60630;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60664
2021;OPS-8-712;    Maschinelle Beatmung bei Kindern und Jugendlichen;43;1460;417;330;199;2;2;-;1;-;-;-;1;1;1;-;1;1;1;1;-;-;2461;22;1254;331;248;149;5;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;2013;65;2714;748;578;348;7;2;-;1;-;-;-;1;1;1;1;3;1;2;1;-;-;4474
2021;OPS-8-713;    Maschin. Beatmung u. Atemunterstützung b. Erwachs.;7;6;1;5;24;56;223;332;575;905;1271;1780;3039;4674;5856;6354;6400;6201;6492;2682;636;72;47591;5;4;2;12;17;60;159;248;411;476;629;837;1343;2054;2665;3433;3789;3701;4418;2278;653;143;27337;12;10;3;17;41;116;382;580;986;1381;1900;2617;4382;6728;8521;9787;10189;9902;10910;4960;1289;215;74928
2021;OPS-8-714;    Maschinelle Beatmung bei schwerem Atemversagen;1551;104;30;28;21;12;27;34;88;103;136;217;343;598;644;588;567;359;224;65;12;-;5751;1083;93;27;21;10;8;23;39;39;43;69;100;146;193;243;315;236;181;158;29;7;-;3063;2634;197;57;49;31;20;50;73;127;146;205;317;489;791;887;903;803;540;382;94;19;-;8814
2021;OPS-8-716;    Einstellung einer häuslichen maschinellen Beatmung;119;248;138;212;131;73;196;251;278;382;417;849;1715;3359;4768;5561;5010;3666;2671;779;109;9;30941;78;150;143;150;76;39;83;99;133;155;220;478;1085;2509;3868;4653;4544;3398;2479;818;162;24;25344;197;398;281;362;207;112;279;350;411;537;637;1327;2800;5868;8636;10214;9554;7064;5150;1597;271;33;56285
2021;OPS-8-717;    Überdrucktherapie b. schlafbezogenen Atemstörungen;28;72;44;67;69;35;154;392;810;1197;1727;2310;3806;4881;4697;3520;3093;2309;1757;469;45;6;31488;12;29;22;40;22;9;58;90;171;257;457;767;1536;2135;2189;1916;1644;1268;1000;294;41;4;13961;40;101;66;107;91;44;212;482;981;1454;2184;3077;5342;7016;6886;5436;4737;3577;2757;763;86;10;45449
2021;OPS-8-718;    Beatmungsentwöhnung (Weaning) b. masch. Beatmung;-;-;-;5;30;57;195;213;342;534;720;1167;2100;3304;4296;4641;4431;3807;3221;943;131;13;30150;-;-;-;2;22;27;106;135;197;284;365;537;941;1531;2036;2527;2494;2263;2044;680;111;17;16319;-;-;-;7;52;84;301;348;539;818;1085;1704;3041;4835;6332;7168;6925;6070;5265;1623;242;30;46469
2021;OPS-8-719;    Zusatzinformationen zur maschinellen Beatmung;27;7;-;4;1;-;1;3;1;3;3;6;14;18;18;26;26;21;2;1;-;-;182;22;3;3;1;1;-;-;-;-;-;2;1;3;6;7;10;8;7;1;1;-;-;76;49;10;3;5;2;-;1;3;1;3;5;7;17;24;25;36;34;28;3;2;-;-;258
2021;OPS-8-720;    Sauerstoffzufuhr bei Neugeborenen;4489;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4489;3344;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3346;7833;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7835
2021;OPS-8-721;    Hyperbare Oxygenation (HBO);2;3;5;7;13;12;33;31;38;31;27;48;53;65;84;63;35;31;24;13;9;1;628;4;1;3;5;13;9;25;16;25;13;16;13;27;24;40;24;20;26;21;13;5;1;344;6;4;8;12;26;21;58;47;63;44;43;61;80;89;124;87;55;57;45;26;14;2;972
2021;OPS-8-77--8-77;  Maßnahmen im Rahmen der Reanimation;1296;107;45;41;62;57;199;240;409;647;908;1406;2766;4581;5938;6979;7581;7453;9002;4754;1494;171;56136;1004;99;22;32;35;43;115;157;282;337;438;664;1160;1708;2470;3408;3872;4586;6439;4231;1745;388;33235;2300;206;67;73;97;100;314;397;691;984;1346;2070;3926;6289;8408;10387;11453;12039;15441;8985;3239;559;89371
2021;OPS-8-770;    Maßnahmen für die Atmung im Rahmen der Reanimation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-8-771;    Kardiale oder kardiopulmonale Reanimation;1037;93;42;37;53;50;173;217;363;580;819;1270;2517;4148;5395;6357;6910;6790;8206;4362;1368;153;50940;793;95;20;25;32;36;104;138;253;302;390;611;1047;1557;2218;3072;3522;4178;5861;3867;1586;358;30065;1830;188;62;62;85;86;277;355;616;882;1209;1881;3564;5705;7613;9429;10432;10968;14067;8229;2954;511;81005
2021;OPS-8-772;    Operative Reanimation;9;-;1;1;5;2;2;-;1;3;5;6;12;28;30;32;30;33;23;15;4;1;243;3;-;1;2;-;-;2;3;5;5;2;4;9;8;16;13;12;20;46;15;8;2;176;12;-;2;3;5;2;4;3;6;8;7;10;21;36;46;45;42;53;69;30;12;3;419
2021;OPS-8-779;    Andere Reanimationsmaßnahmen;250;14;2;3;4;5;24;23;45;64;84;130;237;405;513;590;641;630;773;377;122;17;4953;208;4;1;5;3;7;9;16;24;30;46;49;104;143;236;323;338;388;532;349;151;28;2994;458;18;3;8;7;12;33;39;69;94;130;179;341;548;749;913;979;1018;1305;726;273;45;7947
2021;OPS-8-80--8-85;  Maßnahmen für den Blutkreislauf;31781;9980;5747;6449;5727;3835;10589;12926;20193;30677;48308;81263;168695;284909;354131;386402;384424;357422;375726;163408;39876;5135;2787604;23979;8098;4986;6001;4495;3612;9958;14407;22647;25530;30336;41738;73884;115606;157591;195374;218437;246095;313604;176418;65385;15043;1773230;55760;18078;10733;12450;10222;7447;20547;27333;42840;56207;78644;123001;242579;400515;511722;581776;602861;603517;689330;339826;105261;20178;4560834
2021;OPS-8-800;    Transfusion v.Vollblut,Erythrozytenkonzentrat u.Ä.;7122;4149;2331;2363;1611;1020;2591;2889;3895;5314;7082;10377;20103;34704;46728;56103;59968;60176;70703;38376;14073;2559;454238;5464;3406;1864;2216;1586;1120;2898;4381;7040;7036;7453;9325;15379;22871;31678;39724;45177;53605;76711;55540;28553;8375;431402;12586;7555;4195;4579;3197;2140;5489;7270;10935;12350;14535;19702;35482;57575;78406;95827;105145;113781;147414;93916;42626;10934;885640
2021;OPS-8-801;    Austauschtransfusion;31;4;6;10;6;6;4;9;6;2;1;-;1;1;-;2;1;1;-;-;-;-;91;29;4;4;4;3;1;3;2;2;5;3;3;1;-;-;-;-;2;3;1;-;-;70;60;8;10;14;9;7;7;11;8;7;4;3;2;1;-;2;1;3;3;1;-;-;161
2021;OPS-8-802;    Transfusion von Leukozyten;1;14;19;37;28;11;19;8;10;9;20;35;48;95;124;103;55;34;17;-;-;-;687;4;17;22;20;5;3;15;5;13;11;22;25;38;35;53;54;42;13;7;-;-;-;404;5;31;41;57;33;14;34;13;23;20;42;60;86;130;177;157;97;47;24;-;-;-;1091
2021;OPS-8-803;    Gewinnung und Transfusion von Eigenblut;378;192;103;177;189;66;151;135;179;253;418;690;1475;2667;3407;3514;3484;2763;2032;603;143;26;23045;302;162;95;296;174;69;110;136;181;188;229;364;780;1302;1741;2116;2416;2426;2485;1015;319;82;16988;680;354;198;473;363;135;261;271;360;441;647;1054;2255;3969;5148;5630;5900;5189;4517;1618;462;108;40033
2021;OPS-8-805;    Transfusion v.peripher gew.hämatopoet. Stammzellen;3;50;38;44;41;33;107;117;149;160;195;279;478;863;891;848;417;60;2;1;-;-;4776;6;38;32;26;24;24;49;51;82;90;105;197;349;456;609;560;256;28;1;-;-;-;2983;9;88;70;70;65;57;156;168;231;250;300;476;827;1319;1500;1408;673;88;3;1;-;-;7759
2021;OPS-8-810;    Transfus.v.Plasma,-bestandteilen u.Plasmaproteinen;2237;1647;1024;1071;891;509;1040;1183;1488;1860;2582;3591;6499;10230;12083;12152;11293;9076;7910;2780;671;74;91891;1701;1126;837;963;565;379;1088;2170;3654;3003;2082;2111;3606;4841;5769;6683;6481;6004;6192;2721;884;159;63019;3938;2773;1861;2034;1456;888;2128;3353;5142;4863;4664;5702;10105;15071;17852;18835;17774;15080;14102;5501;1555;233;154910
2021;OPS-8-811;    Infusion von Volumenersatzmitteln bei Neugeborenen;8496;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8498;6326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6326;14822;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14824
2021;OPS-8-812;    Transfus. v.and. Plasmabestandteilen u.Plasmaprot.;2886;846;365;456;428;306;770;838;1198;1682;2416;3348;6364;10308;12678;13765;13677;12635;12659;6201;1867;235;105928;2103;685;308;368;236;185;511;805;1469;1565;1524;1811;3082;4487;5862;6955;7375;8191;10362;6245;2369;554;67052;4989;1531;673;824;664;491;1281;1643;2667;3247;3940;5159;9446;14795;18540;20720;21052;20826;23021;12446;4236;789;172980
2021;OPS-8-820;    Therapeutische Plasmapherese;10;18;7;11;28;17;64;106;109;151;152;151;247;308;318;252;224;167;131;38;8;-;2517;9;8;8;30;31;29;137;143;200;173;159;154;217;221;193;225;154;115;90;39;6;-;2341;19;26;15;41;59;46;201;249;309;324;311;305;464;529;511;477;378;282;221;77;14;-;4858
2021;OPS-8-821;    Immunadsorption;-;5;3;12;22;16;79;79;167;192;241;409;617;808;1027;906;793;601;446;80;11;1;6515;-;3;5;17;24;24;160;122;181;147;149;202;287;373;370;430;366;282;232;54;4;-;3432;-;8;8;29;46;40;239;201;348;339;390;611;904;1181;1397;1336;1159;883;678;134;15;1;9947
2021;OPS-8-822;    LDL-Apherese;-;-;3;2;3;-;1;3;7;6;4;2;34;15;12;18;14;7;2;-;-;-;133;-;-;-;-;-;2;4;2;1;1;5;5;5;27;1;7;6;1;9;-;-;-;76;-;-;3;2;3;2;5;5;8;7;9;7;39;42;13;25;20;8;11;-;-;-;209
2021;OPS-8-823;    Zellapherese;-;4;3;5;7;2;2;4;7;5;3;1;9;9;5;16;11;4;4;1;-;-;102;2;2;2;8;3;-;5;4;3;-;7;5;5;3;8;5;3;2;2;1;-;-;70;2;6;5;13;10;2;7;8;10;5;10;6;14;12;13;21;14;6;6;2;-;-;172
2021;OPS-8-824;    Photopherese;-;42;32;20;31;24;95;45;106;148;165;292;422;666;668;704;373;223;199;30;7;-;4292;-;5;17;22;14;19;57;89;49;82;157;199;445;560;409;608;269;180;86;33;13;-;3313;-;47;49;42;45;43;152;134;155;230;322;491;867;1226;1077;1312;642;403;285;63;20;-;7605
2021;OPS-8-825;    Spezielle Zellaphereseverfahren;-;-;-;1;-;-;1;-;-;1;-;2;15;6;1;-;-;2;-;-;-;-;29;-;-;-;-;1;-;1;-;1;-;-;-;1;1;4;-;1;1;-;-;-;-;11;-;-;-;1;1;-;2;-;1;1;-;2;16;7;5;-;1;3;-;-;-;-;40
2021;OPS-8-826;    Doppelfiltrationsplasmapherese (DFPP);-;-;-;-;-;-;1;2;33;4;2;7;3;2;4;2;2;-;1;-;-;-;63;-;-;-;-;1;-;2;-;3;-;3;2;2;1;2;5;-;5;2;-;-;-;28;-;-;-;-;1;-;3;2;36;4;5;9;5;3;6;7;2;5;3;-;-;-;91
2021;OPS-8-827;    Apherese der FMS-ähnlichen Tyrosinkinase 1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;3
2021;OPS-8-831;    Legen u.Wechsel e.Katheters i.zentralvenöse Gefäße;7899;1206;557;713;747;787;2342;2856;4382;6184;7895;11365;20817;32667;42054;46738;46997;43112;44440;19419;4652;521;348350;6155;1039;499;636;536;640;1881;2354;3507;4288;5334;7265;12468;18534;24318;29313;31213;33806;42592;23885;8006;1633;259902;14054;2245;1056;1349;1283;1427;4223;5210;7889;10472;13229;18630;33285;51201;66372;76051;78210;76918;87032;43304;12658;2154;608252
2021;OPS-8-832;    Legen und Wechsel e. Katheters i.die A. pulmonalis;3;2;-;3;10;10;27;38;64;89;149;260;486;776;934;973;935;788;623;187;33;3;6393;2;1;-;2;1;10;18;42;49;64;72;104;221;301;430;461;511;486;514;181;32;9;3511;5;3;-;5;11;20;45;80;113;153;221;364;707;1077;1364;1434;1446;1274;1137;368;65;12;9904
2021;OPS-8-835;    Ablative Maßnahmen bei Herzrhythmusstörungen;-;19;257;420;490;345;912;989;1485;2081;3127;5169;10939;18550;21255;22412;21027;16075;9730;1577;110;3;136972;-;4;191;370;423;374;1007;1124;1211;1615;2084;2801;4885;7804;9956;13594;16488;16708;10725;1803;124;7;93298;-;23;448;790;913;719;1919;2113;2696;3696;5211;7970;15824;26354;31211;36006;37515;32783;20455;3380;234;10;230270
2021;OPS-8-836;    Perkutan-transluminale Gefäßintervention;466;460;260;258;262;121;426;578;880;1168;1815;3305;8532;17914;25505;29554;27943;24766;25676;11516;2779;362;184546;368;475;311;285;248;171;443;606;970;1336;1832;2606;4478;7832;11089;13759;14581;16546;21500;12981;5305;1167;118891;834;935;571;543;510;292;869;1184;1850;2504;3647;5911;13010;25746;36594;43313;42524;41312;47176;24497;8084;1529;303437
2021;OPS-8-837;    Perk.-translum.Gefäßintervent.a.Herz u.Koronargef.;406;127;150;100;68;39;122;306;1049;3042;7462;15597;34520;55977;64216;65774;66293;64098;69730;28014;4781;354;482225;256;149;170;82;46;25;99;171;361;747;1663;3243;6769;11782;17533;22188;27266;31840;43635;20758;4557;475;193815;662;276;320;182;114;64;221;477;1410;3789;9125;18840;41289;67759;81749;87962;93559;95938;113365;48772;9338;829;676040
2021;OPS-8-838;    Perk.-translum.Gefäßintervent.,Gef.d.Lungenkreisl.;307;331;146;127;100;38;50;45;48;38;36;71;98;129;160;152;111;108;71;23;2;-;2191;190;266;134;82;32;24;46;39;31;39;40;57;57;67;74;90;109;119;115;43;8;-;1662;497;597;280;209;132;62;96;84;79;77;76;128;155;196;234;242;220;227;186;66;10;-;3853
2021;OPS-8-839;    And.therap. Katheterisierung i.Herz und Blutgefäße;153;49;18;39;65;59;175;232;344;545;926;1312;2847;4464;5470;5617;5527;4725;4919;1980;477;54;39997;133;33;24;31;33;42;100;171;257;335;457;603;1126;1689;2216;2580;2851;3014;3743;2212;747;200;22597;286;82;42;70;98;101;275;403;601;880;1383;1915;3973;6153;7686;8197;8378;7739;8662;4192;1224;254;62594
2021;OPS-8-83A;    Dauer d. Beh. m. einem herzunterstützenden System;3;1;-;-;2;3;8;17;20;59;98;162;395;568;734;757;709;613;592;221;19;1;4982;4;-;-;-;1;2;3;6;16;21;25;37;91;98;146;208;251;241;290;127;11;2;1580;7;1;-;-;3;5;11;23;36;80;123;199;486;666;880;965;960;854;882;348;30;3;6562
2021;OPS-8-83B;    Zusatzinformationen zu Materialien;202;263;221;335;393;221;784;1185;2347;4469;9029;17687;39596;68584;83788;90755;90495;87871;96510;40586;7902;734;643957;157;306;260;326;341;249;743;1025;1727;2702;4154;6802;13012;21892;30863;38598;44937;54170;73529;38674;11417;1886;347772;359;569;481;661;734;470;1527;2210;4074;7171;13183;24489;52608;90476;114651;129353;135432;142041;170039;79260;19319;2620;991729
