ZE;Bezeichnung;ZED;OPS-Kode;OPS-Text;Betrag
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.13;8-836.nd;13 Metallspiralen;725,92 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.14;8-836.ne;14 Metallspiralen;781,76 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.15;8-836.nf;15 Metallspiralen;837,60 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.16;8-836.ng;16 Metallspiralen;893,44 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.17;8-836.nh;17 Metallspiralen;949,28 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.18;8-836.nj;18 Metallspiralen;1.005,12 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.19;8-836.nk;19 Metallspiralen;1.060,96 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.20;8-836.nm;20 Metallspiralen;1.116,80 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.21;;Siehe weitere Differenzierung ZE106.22 - ZE106.29;
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.22;8-836.np;21 Metallspiralen;1.172,64 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.23;8-836.nq;22 Metallspiralen;1.228,48 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.24;8-836.nr;23 Metallspiralen;1.284,32 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.25;8-836.ns;24 Metallspiralen;1.340,16 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.26;8-836.nt;25 Metallspiralen;1.396,00 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.27;8-836.nu;26 Metallspiralen;1.451,84 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.28;8-836.nv;27 Metallspiralen;1.507,68 €
ZE106,;Selektive Embolisation mit Metallspiralen (Coils), andere Lokalisationen;ZE106.29;8-836.nw;28 oder mehr Metallspiralen;1.563,52 €
ZE107;Gabe von Erythrozytenkonzentraten;;;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Erythrozytenkonzentrat;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Erythrozytenkonzentrat
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.016);8-800.c1;6 TE bis unter 11 TE;647,79 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.026);8-800.c2;11 TE bis unter 16 TE;1.070,26 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.03;8-800.c3;16 TE bis unter 24 TE;1.577,22 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.04;8-800.c4;24 TE bis unter 32 TE;2.253,18 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.05;8-800.c5;32 TE bis unter 40 TE;2.929,13 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.06;8-800.c6;40 TE bis unter 48 TE;3.605,08 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.07;8-800.c7;48 TE bis unter 56 TE;4.281,03 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.08;8-800.c8;56 TE bis unter 64 TE;4.956,99 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.09;8-800.c9;64 TE bis unter 72 TE;5.632,94 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.10;8-800.ca;72 TE bis unter 80 TE;6.308,89 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.11;8-800.cb;80 TE bis unter 88 TE;6.984,85 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.12;8-800.cc;88 TE bis unter 104 TE;7.886,12 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.13;8-800.cd;104 TE bis unter 120 TE;9.238,02 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.14;8-800.ce;120 TE bis unter 136 TE;10.589,93 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.15;8-800.cf;136 TE bis unter 152 TE;11.941,83 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.16;8-800.cg;152 TE bis unter 168 TE;13.293,74 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.17;8-800.ch;168 TE bis unter 184 TE;14.645,64 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.18;8-800.cj;184 TE bis unter 200 TE;15.997,55 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.19;8-800.ck;200 TE bis unter 216 TE;17.349,46 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.20;8-800.cm;216 TE bis unter 232 TE;18.701,36 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.21;8-800.cn;232 TE bis unter 248 TE;20.053,27 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.22;8-800.cp;248 TE bis unter 264 TE;21.405,17 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.23;8-800.cq;264 TE bis unter 280 TE;22.757,08 €
ZE107;Gabe von Erythrozytenkonzentraten;ZE107.24;8-800.cr;280 TE oder mehr;24.108,98 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;;;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Patientenbezogene Thrombozytenkonzentrate;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat: Patientenbezogene Thrombozytenkonzentrate
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.01;8-800.60;1 patientenbezogenes Thrombozytenkonzentrat;401,42 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.02;8-800.61;2 patientenbezogene Thrombozytenkonzentrate;802,85 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.03;8-800.62;3 bis unter 5 patientenbezogene Thrombozytenkonzentrate;1.365,22 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.04;8-800.63;5 bis unter 7 patientenbezogene Thrombozytenkonzentrate;2.207,83 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.05;8-800.64;7 bis unter 9 patientenbezogene Thrombozytenkonzentrate;2.965,75 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.06;8-800.65;9 bis unter 11 patientenbezogene Thrombozytenkonzentrate;3.768,21 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.07;8-800.66;11 bis unter 13 patientenbezogene Thrombozytenkonzentrate;4.516,02 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.08;8-800.67;13 bis unter 15 patientenbezogene Thrombozytenkonzentrate;5.419,23 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.09;8-800.68;15 bis unter 17 patientenbezogene Thrombozytenkonzentrate;6.222,08 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.10;8-800.69;17 bis unter 19 patientenbezogene Thrombozytenkonzentrate;7.024,92 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.11;8-800.6a;19 bis unter 23 patientenbezogene Thrombozytenkonzentrate;8.028,48 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.12;8-800.6b;23 bis unter 27 patientenbezogene Thrombozytenkonzentrate;9.634,18 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.13;8-800.6c;27 bis unter 31 patientenbezogene Thrombozytenkonzentrate;11.239,88 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.14;8-800.6d;31 bis unter 35 patientenbezogene Thrombozytenkonzentrate;12.845,57 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.15;8-800.6e;35 bis unter 39 patientenbezogene Thrombozytenkonzentrate;14.451,27 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.16;8-800.6g;39 bis unter 43 patientenbezogene Thrombozytenkonzentrate;16.056,97 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.17;8-800.6h;43 bis unter 47 patientenbezogene Thrombozytenkonzentrate;17.662,66 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.18;8-800.6j;47 bis unter 51 patientenbezogene Thrombozytenkonzentrate;19.268,36 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.19;8-800.6k;51 bis unter 55 patientenbezogene Thrombozytenkonzentrate;20.874,06 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.20;8-800.6m;55 bis unter 59 patientenbezogene Thrombozytenkonzentrate;22.479,76 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.21;8-800.6n;59 bis unter 63 patientenbezogene Thrombozytenkonzentrate;24.085,45 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.22;8-800.6p;63 bis unter 67 patientenbezogene Thrombozytenkonzentrate;25.691,15 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.23;8-800.6q;67 bis unter 71 patientenbezogene Thrombozytenkonzentrate;27.296,85 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.24;;Siehe weitere Differenzierung ZE108.25 - ZE108.30;
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.25;8-800.6s;71 bis unter 79 patientenbezogene Thrombozytenkonzentrate;29.303,97 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.26;8-800.6t;79 bis unter 87 patientenbezogene Thrombozytenkonzentrate;32.515,36 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.27;8-800.6u;87 bis unter 95 patientenbezogene Thrombozytenkonzentrate;35.726,75 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.28;8-800.6v;95 bis unter 103 patientenbezogene Thrombozytenkonzentrate;38.938,15 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.29;8-800.6w;103 bis unter 111 patientenbezogene Thrombozytenkonzentrate;42.149,54 €
ZE108;Gabe von patientenbezogenen Thrombozytenkonzentraten;ZE108.30;8-800.6z;111 oder mehr patientenbezogene Thrombozytenkonzentrate;45.360,93 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;;;Applikation von Medikamenten, Liste 2: Liposomales Amphotericin B, parenteral;Applikation von Medikamenten, Liste 2: Liposomales Amphotericin B, parenteral
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.016);6-002.q0;100 mg bis unter 175 mg;242,11 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.026);6-002.q1;175 mg bis unter 250 mg;387,38 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.03;6-002.q2;250 mg bis unter 350 mg;548,79 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.04;6-002.q3;350 mg bis unter 450 mg;742,48 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.05;6-002.q4;450 mg bis unter 550 mg;936,17 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.06;6-002.q5;550 mg bis unter 650 mg;1.129,86 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.07;6-002.q6;650 mg bis unter 750 mg;1.323,55 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.08;6-002.q7;750 mg bis unter 850 mg;1.517,24 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.09;6-002.q8;850 mg bis unter 950 mg;1.710,93 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.10;6-002.q9;950 mg bis unter 1.150 mg;1.969,18 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.11;6-002.qa;1.150 mg bis unter 1.350 mg;2.356,56 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.12;6-002.qb;1.350 mg bis unter 1.550 mg;2.743,94 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.13;6-002.qc;1.550 mg bis unter 1.750 mg;3.131,32 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.14;6-002.qd;1.750 mg bis unter 1.950 mg;3.518,70 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.15;6-002.qe;1.950 mg bis unter 2.150 mg;3.906,08 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.16;6-002.qf;2.150 mg bis unter 3.150 mg;4.809,97 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.17;6-002.qg;3.150 mg bis unter 4.150 mg;6.746,87 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.18;6-002.qh;4.150 mg bis unter 5.150 mg;8.683,77 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.19;6-002.qj;5.150 mg bis unter 6.150 mg;10.620,67 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.20;6-002.qk;6.150 mg bis unter 8.650 mg;13.526,02 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.21;6-002.qm;8.650 mg bis unter 11.150 mg;18.343,88 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.22;6-002.qn;11.150 mg bis unter 13.650 mg;23.210,52 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.23;6-002.qp;13.650 mg bis unter 18.650 mg;29.666,85 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.24;6-002.qq;18.650 mg bis unter 23.650 mg;39.351,35 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.25;6-002.qr;23.650 mg bis unter 28.650 mg;49.035,85 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.26;6-002.qs;28.650 mg bis unter 33.650 mg;58.720,35 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.27;6-002.qt;33.650 mg bis unter 38.650 mg;68.404,85 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.28;6-002.qu;38.650 mg bis unter 43.650 mg;78.089,35 €
ZE110;Gabe von Liposomalem Amphotericin B, parenteral;ZE110.29;6-002.qv;43.650 mg oder mehr;87.773,85 €
ZE113;Gabe von Itraconazol, parenteral;;;Applikation von Medikamenten, Liste 2: Itraconazol, parenteral;Applikation von Medikamenten, Liste 2: Itraconazol, parenteral
ZE113;Gabe von Itraconazol, parenteral;ZE113.015);6-002.c0;400 mg bis unter 800 mg;191,09 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.025);6-002.c1;800 mg bis unter 1.200 mg;334,41 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.03;6-002.c2;1.200 mg bis unter 1.600 mg;477,73 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.04;6-002.c3;1.600 mg bis unter 2.000 mg;621,05 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.05;6-002.c4;2.000 mg bis unter 2.400 mg;764,37 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.06;6-002.c5;2.400 mg bis unter 2.800 mg;907,69 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.07;6-002.c6;2.800 mg bis unter 3.200 mg;1.051,01 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.08;6-002.c7;3.200 mg bis unter 3.600 mg;1.194,33 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.09;6-002.c8;3.600 mg bis unter 4.000 mg;1.337,65 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.10;6-002.c9;4.000 mg bis unter 4.800 mg;1.528,75 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.11;6-002.ca;4.800 mg bis unter 5.600 mg;1.815,39 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.12;6-002.cb;5.600 mg bis unter 6.400 mg;2.102,03 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.13;6-002.cc;6.400 mg bis unter 7.200 mg;2.388,67 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.14;6-002.cd;7.200 mg bis unter 8.000 mg;2.675,31 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.15;6-002.ce;8.000 mg bis unter 8.800 mg;2.961,95 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.16;6-002.cg;8.800 mg bis unter 10.400 mg;3.344,13 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.17;6-002.ch;10.400 mg bis unter 12.000 mg;3.917,41 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.18;6-002.cj;12.000 mg bis unter 13.600 mg;4.490,69 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.19;6-002.ck;13.600 mg bis unter 16.800 mg;5.255,07 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.20;6-002.cm;16.800 mg bis unter 20.000 mg;6.401,63 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.21;6-002.cn;20.000 mg bis unter 23.200 mg;7.548,19 €
ZE113;Gabe von Itraconazol, parenteral;ZE113.22;6-002.cp;23.200 mg oder mehr;8.694,75 €
ZE116;Gabe von Panitumumab, parenteral;;;Applikation von Medikamenten, Liste 4: Panitumumab, parenteral;Applikation von Medikamenten, Liste 4: Panitumumab, parenteral
ZE116;Gabe von Panitumumab, parenteral;ZE116.01;6-004.70;180 mg bis unter 300 mg;1.246,37 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.02;6-004.71;300 mg bis unter 420 mg;1.926,20 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.03;6-004.72;420 mg bis unter 540 mg;2.596,80 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.04;6-004.73;540 mg bis unter 660 mg;3.285,87 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.05;6-004.74;660 mg bis unter 780 mg;3.872,12 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.06;6-004.75;780 mg bis unter 900 mg;4.645,55 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.07;6-004.76;900 mg bis unter 1.020 mg;5.325,38 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.08;6-004.77;1.020 mg bis unter 1.260 mg;6.231,83 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.09;6-004.78;1.260 mg bis unter 1.500 mg;7.591,50 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.10;6-004.79;1.500 mg bis unter 1.740 mg;8.951,17 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.11;6-004.7a;1.740 mg bis unter 1.980 mg;10.310,85 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.12;6-004.7b;1.980 mg bis unter 2.220 mg;11.670,52 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.13;6-004.7c;2.220 mg bis unter 2.460 mg;13.030,19 €
ZE116;Gabe von Panitumumab, parenteral;ZE116.14;6-004.7d;2.460 mg oder mehr;14.389,86 €
ZE117;Gabe von Trabectedin, parenteral;;;Applikation von Medikamenten, Liste 4: Trabectedin, parenteral;Applikation von Medikamenten, Liste 4: Trabectedin, parenteral
ZE117;Gabe von Trabectedin, parenteral;ZE117.016);6-004.a0;0,25 mg bis unter 0,50 mg;825,24 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.026);6-004.a1;0,50 mg bis unter 0,75 mg;1.444,17 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.036);6-004.a2;0,75 mg bis unter 1,00 mg;2.063,11 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.046);6-004.a3;1,00 mg bis unter 1,25 mg;2.682,04 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.05;6-004.a4;1,25 mg bis unter 1,50 mg;3.094,66 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.06;6-004.a5;1,50 mg bis unter 1,75 mg;3.713,59 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.07;6-004.a6;1,75 mg bis unter 2,00 mg;4.332,52 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.08;6-004.a7;2,00 mg bis unter 2,25 mg;4.951,45 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.09;6-004.a8;2,25 mg bis unter 2,50 mg;5.570,38 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.10;6-004.a9;2,50 mg bis unter 2,75 mg;6.189,32 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.11;6-004.aa;2,75 mg bis unter 3,00 mg;6.808,25 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.12;6-004.ab;3,00 mg bis unter 3,25 mg;7.427,18 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.13;6-004.ac;3,25 mg bis unter 3,50 mg;8.046,11 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.14;6-004.ad;3,50 mg bis unter 4,00 mg;8.665,04 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.15;6-004.ae;4,00 mg bis unter 4,50 mg;9.902,90 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.16;6-004.af;4,50 mg bis unter 5,00 mg;11.140,77 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.17;6-004.ag;5,00 mg bis unter 5,50 mg;12.378,63 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.18;6-004.ah;5,50 mg bis unter 6,00 mg;13.616,49 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.19;;Siehe weitere Differenzierung ZE117.20 bis ZE117.29;
ZE117;Gabe von Trabectedin, parenteral;ZE117.20;6-004.ak;6,00 mg bis unter 7,00 mg;15.679,60 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.21;6-004.am;7,00 mg bis unter 8,00 mg;18.155,32 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.22;6-004.an;8,00 mg bis unter 9,00 mg;20.631,05 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.23;6-004.ap;9,00 mg bis unter 10,00 mg;23.106,78 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.24;6-004.aq;10,00 mg bis unter 12,00 mg;26.407,74 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.25;6-004.ar;12,00 mg bis unter 14,00 mg;31.359,20 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.26;6-004.as;14,00 mg bis unter 16,00 mg;36.310,65 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.27;6-004.at;16,00 mg bis unter 20,00 mg;42.912,58 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.28;6-004.au;20,00 mg bis unter 24,00 mg;52.815,49 €
ZE117;Gabe von Trabectedin, parenteral;ZE117.29;6-004.av;24,00 mg oder mehr;62.718,39 €
ZE119;Hämofiltration, kontinuierlich;;;Hämofiltration: Kontinuierlich;Hämofiltration: Kontinuierlich
ZE119;Hämofiltration, kontinuierlich;ZE119.01;8-853.13;Arteriovenös (CAVH): Bis 24 Stunden;331,57 €
ZE119;Hämofiltration, kontinuierlich;ZE119.01;8-853.70;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Bis 24 Stunden;331,57
ZE119;Hämofiltration, kontinuierlich;ZE119.01;8-853.80;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Bis 24 Stunden;331,57
ZE119;Hämofiltration, kontinuierlich;ZE119.02;8-853.14;Arteriovenös (CAVH): Mehr als 24 bis 72 Stunden;795,77 €
ZE119;Hämofiltration, kontinuierlich;ZE119.02;8-853.71;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 24 bis 72 Stunden;795,77
ZE119;Hämofiltration, kontinuierlich;ZE119.02;8-853.81;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 24 bis 72 Stunden;795,77
ZE119;Hämofiltration, kontinuierlich;ZE119.03;8-853.15;Arteriovenös (CAVH): Mehr als 72 bis 144 Stunden;1.657,85 €
ZE119;Hämofiltration, kontinuierlich;ZE119.03;8-853.72;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 72 bis 144 Stunden;1657,85
ZE119;Hämofiltration, kontinuierlich;ZE119.03;8-853.82;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 72 bis 144 Stunden;1657,85
ZE119;Hämofiltration, kontinuierlich;ZE119.04;8-853.16;Arteriovenös (CAVH): Mehr als 144 bis 264 Stunden;2.984,13 €
ZE119;Hämofiltration, kontinuierlich;ZE119.04;8-853.73;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 144 bis 264 Stunden;2984,13
ZE119;Hämofiltration, kontinuierlich;ZE119.04;8-853.83;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 144 bis 264 Stunden;2984,13
ZE119;Hämofiltration, kontinuierlich;ZE119.05;8-853.17;Arteriovenös (CAVH): Mehr als 264 bis 432 Stunden;4.973,55 €
ZE119;Hämofiltration, kontinuierlich;ZE119.05;8-853.74;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 264 bis 432 Stunden;4973,55
ZE119;Hämofiltration, kontinuierlich;ZE119.05;8-853.84;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 264 bis 432 Stunden;4973,55
ZE119;Hämofiltration, kontinuierlich;ZE119.06;8-853.19;Arteriovenös (CAVH): Mehr als 432 bis 600 Stunden;7.294,54 €
ZE119;Hämofiltration, kontinuierlich;ZE119.06;8-853.76;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 432 bis 600 Stunden;7294,54
ZE119;Hämofiltration, kontinuierlich;ZE119.06;8-853.86;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 432 bis 600 Stunden;7294,54
ZE119;Hämofiltration, kontinuierlich;ZE119.07;8-853.1a;Arteriovenös (CAVH): Mehr als 600 bis 960 Stunden;10.941,81 €
ZE119;Hämofiltration, kontinuierlich;ZE119.07;8-853.77;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 600 bis 960 Stunden;10941,81
ZE119;Hämofiltration, kontinuierlich;ZE119.07;8-853.87;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 600 bis 960 Stunden;10941,81
ZE119;Hämofiltration, kontinuierlich;ZE119.08;8-853.1b;Arteriovenös (CAVH): Mehr als 960 bis 1.320 Stunden;15.915,36 €
ZE119;Hämofiltration, kontinuierlich;ZE119.08;8-853.78;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit Heparin oder ohne Antikoagulation: Mehr als 960 bis 1.320 Stunden;15915,36
ZE119;Hämofiltration, kontinuierlich;ZE119.08;8-853.88;Venovenös, pumpengetrieben (CVVH), Antikoagulation mit sonstigen Substanzen: Mehr als 960 bis 1.320 Stunden;15915,36
ZE119;Hämofiltration, kontinuierlich;ZE119.09;8-853.1c;Arteriovenös (CAVH): Mehr als 1.320 bis 1.680 Stunden;20.888,91 €
