DRG,ICD,OPS
802C,S54.1,5-915.48
802C,S84.1,5-399.2
801D,S84.1,5-858.70
802C,S84.1,5-386.a2
802C,S84.1,5-386.a6
802C,S84.1,5-915.48
802C,S54.0,5-399.2
801D,S54.0,5-858.70
802C,S54.0,5-386.a2
802C,S54.0,5-386.a6
802C,S54.0,5-915.48
802C,S64.1,5-399.2
801D,S64.1,5-858.70
802C,S64.1,5-386.a2
802C,S64.1,5-386.a6
802C,S64.1,5-915.48
802C,S44.0,5-399.2
801D,S44.0,5-858.70
802C,S44.0,5-386.a2
802C,S44.0,5-386.a6
802C,S44.0,5-915.48
802C,S54.2,5-399.2
801D,S54.2,5-858.70
802C,S54.2,5-386.a2
802C,S54.2,5-386.a6
802C,S54.2,5-915.48
802C,S04.7,5-399.2
801D,S04.7,5-858.70
802C,S04.7,5-386.a2
802C,S04.7,5-386.a6
802C,S04.7,5-915.48
802C,S44.2,5-399.2
801D,S44.2,5-858.70
802C,S44.2,5-386.a2
802C,S44.2,5-386.a6
802C,S44.2,5-915.48
802C,G57.3,5-399.2
801D,G57.3,5-858.70
802C,G57.3,5-386.a2
802C,G57.3,5-386.a6
802C,G57.3,5-915.48
802C,S44.3,5-399.2
801D,S44.3,5-858.70
802C,S44.3,5-386.a2
802C,S44.3,5-386.a6
802C,S44.3,5-915.48
801D,S64.4,5-840.62
801D,S64.4,5-011.x
802C,S64.4,5-388.2x
802C,S64.4,5-399.2
801E,S64.4,5-389.2x
802C,S64.4,5-388.23
802C,S64.4,5-910
801D,S64.4,5-840.71
801D,S64.4,5-388.20
802C,S64.4,5-386.a2
802C,S64.4,5-915.49
801E,S64.4,5-869.2
802A,S64.4,5-908.3
801D,S64.4,5-389.23
801D,S64.4,5-840.72
801E,S64.4,5-846.4
802A,S64.4,5-388.24
801D,S64.4,5-840.81
801E,S64.4,5-807.0
801D,S64.4,5-840.82
801D,S64.4,5-840.80
802D,S64.4,5-389.x
801D,S64.4,5-389.a2
802A,S64.4,5-770.7
801D,S64.4,5-840.84
801D,S64.4,5-840.85
802D,S64.4,5-898.3
802D,S64.4,5-907.04
802D,S64.4,5-908.1
802C,S64.4,5-908.2
802C,S64.4,5-915.48
801D,D36.1,5-840.62
801D,D36.1,5-011.x
802C,D36.1,5-388.2x
802C,D36.1,5-399.2
801E,D36.1,5-389.2x
802C,D36.1,5-388.23
802C,D36.1,5-910
801D,D36.1,5-840.71
801D,D36.1,5-388.20
802C,D36.1,5-386.a2
802C,D36.1,5-915.49
801E,D36.1,5-869.2
802A,D36.1,5-908.3
801D,D36.1,5-389.23
801D,D36.1,5-840.72
801E,D36.1,5-846.4
802A,D36.1,5-388.24
801D,D36.1,5-840.81
801E,D36.1,5-807.0
801D,D36.1,5-840.82
801D,D36.1,5-840.80
802D,D36.1,5-389.x
801D,D36.1,5-389.a2
802A,D36.1,5-770.7
801D,D36.1,5-840.84
801D,D36.1,5-840.85
802D,D36.1,5-898.3
802D,D36.1,5-907.04
802D,D36.1,5-908.1
802C,D36.1,5-908.2
802C,D36.1,5-915.48
801D,S64.3,5-840.62
801D,S64.3,5-011.x
802C,S64.3,5-388.2x
802C,S64.3,5-399.2
801E,S64.3,5-389.2x
802C,S64.3,5-388.23
802C,S64.3,5-910
801D,S64.3,5-840.71
801D,S64.3,5-388.20
802C,S64.3,5-386.a2
802C,S64.3,5-915.49
801E,S64.3,5-869.2
802A,S64.3,5-908.3
801D,S64.3,5-389.23
801D,S64.3,5-840.72
801E,S64.3,5-846.4
802A,S64.3,5-388.24
801D,S64.3,5-840.81
801E,S64.3,5-807.0
801D,S64.3,5-840.82
801D,S64.3,5-840.80
802D,S64.3,5-389.x
801D,S64.3,5-389.a2
802A,S64.3,5-770.7
801D,S64.3,5-840.84
801D,S64.3,5-840.85
802D,S64.3,5-898.3
802D,S64.3,5-907.04
802D,S64.3,5-908.1
802C,S64.3,5-908.2
802C,S64.3,5-915.48
801D,G62.88,5-840.62
801D,G62.88,5-011.x
802C,G62.88,5-388.2x
802C,G62.88,5-399.2
801E,G62.88,5-389.2x
802C,G62.88,5-388.23
802C,G62.88,5-910
801D,G62.88,5-388.20
802C,G62.88,5-386.a2
802C,G62.88,5-915.49
801E,G62.88,5-869.2
802A,G62.88,5-908.3
801D,G62.88,5-389.23
802A,G62.88,5-388.24
801D,G62.88,5-840.81
801D,G62.88,5-840.82
801D,G62.88,5-840.80
802D,G62.88,5-389.x
801D,G62.88,5-389.a2
802A,G62.88,5-770.7
801D,G62.88,5-840.84
801D,G62.88,5-840.85
802D,G62.88,5-898.3
802D,G62.88,5-907.04
802D,G62.88,5-908.1
802C,G62.88,5-908.2
802C,G62.88,5-915.48
801D,G50.0,5-840.62
801D,G50.0,5-011.x
802C,G50.0,5-388.2x
802C,G50.0,5-399.2
801E,G50.0,5-389.2x
802C,G50.0,5-388.23
802C,G50.0,5-910
801D,G50.0,5-388.20
802C,G50.0,5-386.a2
802C,G50.0,5-915.49
801E,G50.0,5-869.2
802A,G50.0,5-908.3
801D,G50.0,5-389.23
802A,G50.0,5-388.24
801D,G50.0,5-840.81
801D,G50.0,5-840.82
801D,G50.0,5-840.80
802D,G50.0,5-389.x
801D,G50.0,5-389.a2
802A,G50.0,5-770.7
801D,G50.0,5-840.84
801D,G50.0,5-840.85
802D,G50.0,5-898.3
802D,G50.0,5-907.04
802D,G50.0,5-908.1
802C,G50.0,5-908.2
802C,G50.0,5-915.48
801D,G51.0,5-840.62
801D,G51.0,5-011.x
802C,G51.0,5-388.2x
802C,G51.0,5-399.2
801E,G51.0,5-389.2x
802C,G51.0,5-388.23
802C,G51.0,5-910
801D,G51.0,5-388.20
802C,G51.0,5-386.a2
802C,G51.0,5-915.49
801E,G51.0,5-869.2
802A,G51.0,5-908.3
801D,G51.0,5-389.23
802A,G51.0,5-388.24
801D,G51.0,5-840.81
801D,G51.0,5-840.82
801D,G51.0,5-840.80
802D,G51.0,5-389.x
801D,G51.0,5-389.a2
802A,G51.0,5-770.7
801D,G51.0,5-840.84
801D,G51.0,5-840.85
802D,G51.0,5-898.3
802D,G51.0,5-907.04
802D,G51.0,5-908.1
802C,G51.0,5-908.2
802C,G51.0,5-915.48
801D,G72.9,5-840.62
801D,G72.9,5-011.x
802C,G72.9,5-388.2x
802C,G72.9,5-399.2
801E,G72.9,5-389.2x
802C,G72.9,5-388.23
802C,G72.9,5-910
801D,G72.9,5-388.20
802C,G72.9,5-386.a2
802C,G72.9,5-915.49
801E,G72.9,5-869.2
802A,G72.9,5-908.3
801D,G72.9,5-389.23
802A,G72.9,5-388.24
801D,G72.9,5-840.81
801D,G72.9,5-840.82
801D,G72.9,5-840.80
802D,G72.9,5-389.x
801D,G72.9,5-389.a2
802A,G72.9,5-770.7
801D,G72.9,5-840.84
801D,G72.9,5-840.85
802D,G72.9,5-898.3
802D,G72.9,5-907.04
802D,G72.9,5-908.1
802C,G72.9,5-908.2
802C,G72.9,5-915.48
801D,G57.3,5-840.62
801D,G57.3,5-011.x
802C,G57.3,5-388.2x
802C,G57.3,5-399.2
801E,G57.3,5-389.2x
802C,G57.3,5-388.23
802C,G57.3,5-910
801D,G57.3,5-388.20
802C,G57.3,5-386.a2
802C,G57.3,5-915.49
801E,G57.3,5-869.2
802A,G57.3,5-908.3
801D,G57.3,5-389.23
802A,G57.3,5-388.24
801D,G57.3,5-840.81
801D,G57.3,5-840.82
801D,G57.3,5-840.80
802D,G57.3,5-389.x
801D,G57.3,5-389.a2
802A,G57.3,5-770.7
801D,G57.3,5-840.84
801D,G57.3,5-840.85
802D,G57.3,5-898.3
802D,G57.3,5-907.04
802D,G57.3,5-908.1
802C,G57.3,5-908.2
802C,G57.3,5-915.48
801D,G56.2,5-840.62
801D,G56.2,5-011.x
802C,G56.2,5-388.2x
802C,G56.2,5-399.2
801E,G56.2,5-389.2x
802C,G56.2,5-388.23
802C,G56.2,5-910
801D,G56.2,5-388.20
802C,G56.2,5-386.a2
802C,G56.2,5-915.49
801E,G56.2,5-869.2
802A,G56.2,5-908.3
801D,G56.2,5-389.23
802A,G56.2,5-388.24
801D,G56.2,5-840.81
801D,G56.2,5-840.82
801D,G56.2,5-840.80
802D,G56.2,5-389.x
801D,G56.2,5-389.a2
802A,G56.2,5-770.7
801D,G56.2,5-840.84
801D,G56.2,5-840.85
802D,G56.2,5-898.3
802D,G56.2,5-907.04
802D,G56.2,5-908.1
802C,G56.2,5-908.2
802C,G56.2,5-915.48
801D,G56.0,5-840.62
801D,G56.0,5-011.x
802C,G56.0,5-388.2x
802C,G56.0,5-399.2
801E,G56.0,5-389.2x
802C,G56.0,5-388.23
802C,G56.0,5-910
801D,G56.0,5-388.20
802C,G56.0,5-386.a2
802C,G56.0,5-915.49
801E,G56.0,5-869.2
802A,G56.0,5-908.3
801D,G56.0,5-389.23
802A,G56.0,5-388.24
801D,G56.0,5-840.81
801D,G56.0,5-840.82
801D,G56.0,5-840.80
802D,G56.0,5-389.x
801D,G56.0,5-389.a2
802A,G56.0,5-770.7
801D,G56.0,5-840.84
801D,G56.0,5-840.85
802D,G56.0,5-898.3
802D,G56.0,5-907.04
802D,G56.0,5-908.1
802C,G56.0,5-908.2
802C,G56.0,5-915.48
801D,S54.1,5-840.62
801D,S54.1,5-011.x
802C,S54.1,5-388.2x
802C,S54.1,5-399.2
801E,S54.1,5-389.2x
802C,S54.1,5-388.23
802C,S54.1,5-910
801D,S54.1,5-840.71
801D,S54.1,5-388.20
802C,S54.1,5-386.a2
802C,S54.1,5-915.49
801E,S54.1,5-869.2
802A,S54.1,5-908.3
801D,S54.1,5-389.23
801D,S54.1,5-840.72
801E,S54.1,5-846.4
802A,S54.1,5-388.24
801D,S54.1,5-840.81
801E,S54.1,5-807.0
801D,S54.1,5-840.82
801D,S54.1,5-840.80
802D,S54.1,5-389.x
801D,S54.1,5-389.a2
802A,S54.1,5-770.7
801D,S54.1,5-840.84
801D,S54.1,5-840.85
802D,S54.1,5-898.3
802D,S54.1,5-907.04
802D,S54.1,5-908.1
802C,S54.1,5-908.2
802C,S54.1,5-915.48
801D,G62.9,5-840.62
801D,G62.9,5-011.x
802C,G62.9,5-388.2x
802C,G62.9,5-399.2
801E,G62.9,5-389.2x
802C,G62.9,5-388.23
802C,G62.9,5-910
801D,G62.9,5-388.20
802C,G62.9,5-386.a2
802C,G62.9,5-915.49
801E,G62.9,5-869.2
802A,G62.9,5-908.3
801D,G62.9,5-389.23
802A,G62.9,5-388.24
801D,G62.9,5-840.81
801D,G62.9,5-840.82
801D,G62.9,5-840.80
802D,G62.9,5-389.x
801D,G62.9,5-389.a2
802A,G62.9,5-770.7
801D,G62.9,5-840.84
801D,G62.9,5-840.85
802D,G62.9,5-898.3
802D,G62.9,5-907.04
802D,G62.9,5-908.1
802C,G62.9,5-908.2
802C,G62.9,5-915.48
801D,S64.1,5-840.62
801D,S64.1,5-011.x
802C,S64.1,5-388.2x
802C,S64.1,5-399.2
801E,S64.1,5-389.2x
802C,S64.1,5-388.23
802C,S64.1,5-910
801D,S64.1,5-840.71
801D,S64.1,5-388.20
802C,S64.1,5-386.a2
802C,S64.1,5-915.49
801E,S64.1,5-869.2
802A,S64.1,5-908.3
801D,S64.1,5-389.23
801D,S64.1,5-840.72
801E,S64.1,5-846.4
802A,S64.1,5-388.24
801D,S64.1,5-840.81
801E,S64.1,5-807.0
801D,S64.1,5-840.82
801D,S64.1,5-840.80
802D,S64.1,5-389.x
801D,S64.1,5-389.a2
802A,S64.1,5-770.7
801D,S64.1,5-840.84
801D,S64.1,5-840.85
802D,S64.1,5-898.3
802D,S64.1,5-907.04
802D,S64.1,5-908.1
802C,S64.1,5-908.2
802C,S64.1,5-915.48
801D,G72.88,5-840.62
801D,G72.88,5-011.x
802C,G72.88,5-388.2x
802C,G72.88,5-399.2
801E,G72.88,5-389.2x
802C,G72.88,5-388.23
802C,G72.88,5-910
801D,G72.88,5-388.20
802C,G72.88,5-386.a2
802C,G72.88,5-915.49
801E,G72.88,5-869.2
802A,G72.88,5-908.3
801D,G72.88,5-389.23
802A,G72.88,5-388.24
801D,G72.88,5-840.81
801D,G72.88,5-840.82
801D,G72.88,5-840.80
802D,G72.88,5-389.x
801D,G72.88,5-389.a2
802A,G72.88,5-770.7
801D,G72.88,5-840.84
801D,G72.88,5-840.85
802D,G72.88,5-898.3
802D,G72.88,5-907.04
802D,G72.88,5-908.1
802C,G72.88,5-908.2
802C,G72.88,5-915.48
801D,S54.0,5-840.62
801D,S54.0,5-011.x
802C,S54.0,5-388.2x
802C,S54.0,5-399.2
801E,S54.0,5-389.2x
802C,S54.0,5-388.23
802C,S54.0,5-910
801D,S54.0,5-840.71
801D,S54.0,5-388.20
802C,S54.0,5-386.a2
802C,S54.0,5-915.49
801E,S54.0,5-869.2
802A,S54.0,5-908.3
801D,S54.0,5-389.23
801D,S54.0,5-840.72
801E,S54.0,5-846.4
802A,S54.0,5-388.24
801D,S54.0,5-840.81
801E,S54.0,5-807.0
801D,S54.0,5-840.82
801D,S54.0,5-840.80
802D,S54.0,5-389.x
801D,S54.0,5-389.a2
802A,S54.0,5-770.7
801D,S54.0,5-840.84
801D,S54.0,5-840.85
802D,S54.0,5-898.3
802D,S54.0,5-907.04
802D,S54.0,5-908.1
802C,S54.0,5-908.2
802C,S54.0,5-915.48
801D,G61.8,5-840.62
801D,G61.8,5-011.x
802C,G61.8,5-388.2x
802C,G61.8,5-399.2
801E,G61.8,5-389.2x
802C,G61.8,5-388.23
802C,G61.8,5-910
801D,G61.8,5-388.20
802C,G61.8,5-386.a2
802C,G61.8,5-915.49
801E,G61.8,5-869.2
802A,G61.8,5-908.3
801D,G61.8,5-389.23
802A,G61.8,5-388.24
801D,G61.8,5-840.81
801D,G61.8,5-840.82
801D,G61.8,5-840.80
802D,G61.8,5-389.x
801D,G61.8,5-389.a2
802A,G61.8,5-770.7
801D,G61.8,5-840.84
801D,G61.8,5-840.85
802D,G61.8,5-898.3
802D,G61.8,5-907.04
802D,G61.8,5-908.1
802C,G61.8,5-908.2
802C,G61.8,5-915.48
801D,Q85.0,5-840.62
801D,Q85.0,5-011.x
802C,Q85.0,5-388.2x
802C,Q85.0,5-399.2
801E,Q85.0,5-389.2x
802C,Q85.0,5-388.23
802C,Q85.0,5-910
801D,Q85.0,5-840.71
801D,Q85.0,5-388.20
802C,Q85.0,5-386.a2
802C,Q85.0,5-915.49
801E,Q85.0,5-869.2
802A,Q85.0,5-908.3
801D,Q85.0,5-389.23
801D,Q85.0,5-840.72
801E,Q85.0,5-846.4
802A,Q85.0,5-388.24
801D,Q85.0,5-840.81
801E,Q85.0,5-807.0
801D,Q85.0,5-840.82
801D,Q85.0,5-840.80
802D,Q85.0,5-389.x
801D,Q85.0,5-389.a2
802A,Q85.0,5-770.7
801D,Q85.0,5-840.84
801D,Q85.0,5-840.85
802D,Q85.0,5-898.3
802D,Q85.0,5-907.04
802D,Q85.0,5-908.1
802C,Q85.0,5-908.2
802C,Q85.0,5-915.48
801D,G56.3,5-840.62
801D,G56.3,5-011.x
802C,G56.3,5-388.2x
802C,G56.3,5-399.2
801E,G56.3,5-389.2x
802C,G56.3,5-388.23
802C,G56.3,5-910
801D,G56.3,5-388.20
802C,G56.3,5-386.a2
802C,G56.3,5-915.49
801E,G56.3,5-869.2
802A,G56.3,5-908.3
801D,G56.3,5-389.23
802A,G56.3,5-388.24
801D,G56.3,5-840.81
801D,G56.3,5-840.82
801D,G56.3,5-840.80
802D,G56.3,5-389.x
801D,G56.3,5-389.a2
802A,G56.3,5-770.7
801D,G56.3,5-840.84
801D,G56.3,5-840.85
802D,G56.3,5-898.3
802D,G56.3,5-907.04
802D,G56.3,5-908.1
802C,G56.3,5-908.2
802C,G56.3,5-915.48
801D,G57.5,5-840.62
801D,G57.5,5-011.x
802C,G57.5,5-388.2x
802C,G57.5,5-399.2
801E,G57.5,5-389.2x
802C,G57.5,5-388.23
802C,G57.5,5-910
801D,G57.5,5-388.20
802C,G57.5,5-386.a2
802C,G57.5,5-915.49
801E,G57.5,5-869.2
802A,G57.5,5-908.3
801D,G57.5,5-389.23
802A,G57.5,5-388.24
801D,G57.5,5-840.81
801D,G57.5,5-840.82
801D,G57.5,5-840.80
802D,G57.5,5-389.x
801D,G57.5,5-389.a2
802A,G57.5,5-770.7
801D,G57.5,5-840.84
801D,G57.5,5-840.85
802D,G57.5,5-898.3
802D,G57.5,5-907.04
802D,G57.5,5-908.1
802C,G57.5,5-908.2
802C,G57.5,5-915.48
801D,G72.4,5-840.62
801D,G72.4,5-011.x
802C,G72.4,5-388.2x
802C,G72.4,5-399.2
801E,G72.4,5-389.2x
802C,G72.4,5-388.23
802C,G72.4,5-910
801D,G72.4,5-388.20
802C,G72.4,5-386.a2
802C,G72.4,5-915.49
801E,G72.4,5-869.2
802A,G72.4,5-908.3
801D,G72.4,5-389.23
802A,G72.4,5-388.24
801D,G72.4,5-840.81
801D,G72.4,5-840.82
801D,G72.4,5-840.80
802D,G72.4,5-389.x
801D,G72.4,5-389.a2
802A,G72.4,5-770.7
801D,G72.4,5-840.84
801D,G72.4,5-840.85
802D,G72.4,5-898.3
802D,G72.4,5-907.04
802D,G72.4,5-908.1
802C,G72.4,5-908.2
802C,G72.4,5-915.48
801D,S64.2,5-840.62
801D,S64.2,5-011.x
802C,S64.2,5-388.2x
802C,S64.2,5-399.2
801E,S64.2,5-389.2x
802C,S64.2,5-388.23
802C,S64.2,5-910
801D,S64.2,5-840.71
801D,S64.2,5-388.20
802C,S64.2,5-386.a2
802C,S64.2,5-915.49
801E,S64.2,5-869.2
802A,S64.2,5-908.3
801D,S64.2,5-389.23
801D,S64.2,5-840.72
801E,S64.2,5-846.4
802A,S64.2,5-388.24
801D,S64.2,5-840.81
801E,S64.2,5-807.0
801D,S64.2,5-840.82
801D,S64.2,5-840.80
802D,S64.2,5-389.x
801D,S64.2,5-389.a2
802A,S64.2,5-770.7
801D,S64.2,5-840.84
801D,S64.2,5-840.85
802D,S64.2,5-898.3
802D,S64.2,5-907.04
802D,S64.2,5-908.1
802C,S64.2,5-908.2
802C,S64.2,5-915.48
801D,S84.1,5-840.62
801D,S84.1,5-011.x
802C,S84.1,5-388.2x
802C,S84.1,5-399.2
801E,S84.1,5-389.2x
802C,S84.1,5-388.23
802C,S84.1,5-910
801D,S84.1,5-840.71
801D,S84.1,5-388.20
802C,S84.1,5-386.a2
802C,S84.1,5-915.49
801E,S84.1,5-869.2
802A,S84.1,5-908.3
801D,S84.1,5-389.23
801D,S84.1,5-840.72
801E,S84.1,5-846.4
802A,S84.1,5-388.24
801D,S84.1,5-840.81
801E,S84.1,5-807.0
801D,S84.1,5-840.82
801D,S84.1,5-840.80
802D,S84.1,5-389.x
801D,S84.1,5-389.a2
802A,S84.1,5-770.7
801D,S84.1,5-840.84
801D,S84.1,5-840.85
802D,S84.1,5-898.3
802D,S84.1,5-907.04
802D,S84.1,5-908.1
802C,S84.1,5-908.2
802C,S84.1,5-915.48
801D,S02.3,5-840.62
801D,S02.3,5-011.x
802C,S02.3,5-388.2x
802C,S02.3,5-399.2
801E,S02.3,5-389.2x
802C,S02.3,5-388.23
802C,S02.3,5-910
801D,S02.3,5-840.71
801D,S02.3,5-388.20
802C,S02.3,5-386.a2
802C,S02.3,5-915.49
801E,S02.3,5-869.2
802A,S02.3,5-908.3
801D,S02.3,5-389.23
801D,S02.3,5-840.72
801E,S02.3,5-846.4
802A,S02.3,5-388.24
801D,S02.3,5-840.81
801E,S02.3,5-807.0
801D,S02.3,5-840.82
801D,S02.3,5-840.80
802D,S02.3,5-389.x
801D,S02.3,5-389.a2
802A,S02.3,5-770.7
801D,S02.3,5-840.84
801D,S02.3,5-840.85
802D,S02.3,5-898.3
802D,S02.3,5-907.04
802D,S02.3,5-908.1
802C,S02.3,5-908.2
802C,S02.3,5-915.48
801D,G57.6,5-840.62
801D,G57.6,5-011.x
802C,G57.6,5-388.2x
802C,G57.6,5-399.2
801E,G57.6,5-389.2x
802C,G57.6,5-388.23
802C,G57.6,5-910
801D,G57.6,5-388.20
802C,G57.6,5-386.a2
802C,G57.6,5-915.49
801E,G57.6,5-869.2
802A,G57.6,5-908.3
801D,G57.6,5-389.23
802A,G57.6,5-388.24
801D,G57.6,5-840.81
801D,G57.6,5-840.82
801D,G57.6,5-840.80
802D,G57.6,5-389.x
801D,G57.6,5-389.a2
802A,G57.6,5-770.7
801D,G57.6,5-840.84
801D,G57.6,5-840.85
802D,G57.6,5-898.3
802D,G57.6,5-907.04
802D,G57.6,5-908.1
802C,G57.6,5-908.2
802C,G57.6,5-915.48
801D,S54.2,5-840.62
801D,S54.2,5-011.x
802C,S54.2,5-388.2x
802C,S54.2,5-399.2
801E,S54.2,5-389.2x
802C,S54.2,5-388.23
802C,S54.2,5-910
801D,S54.2,5-840.71
801D,S54.2,5-388.20
802C,S54.2,5-386.a2
802C,S54.2,5-915.49
801E,S54.2,5-869.2
802A,S54.2,5-908.3
801D,S54.2,5-389.23
801D,S54.2,5-840.72
801E,S54.2,5-846.4
802A,S54.2,5-388.24
801D,S54.2,5-840.81
801E,S54.2,5-807.0
801D,S54.2,5-840.82
801D,S54.2,5-840.80
802D,S54.2,5-389.x
801D,S54.2,5-389.a2
802A,S54.2,5-770.7
801D,S54.2,5-840.84
801D,S54.2,5-840.85
802D,S54.2,5-898.3
802D,S54.2,5-907.04
802D,S54.2,5-908.1
802C,S54.2,5-908.2
802C,S54.2,5-915.48
801D,G56.1,5-840.62
801D,G56.1,5-011.x
802C,G56.1,5-388.2x
802C,G56.1,5-399.2
801E,G56.1,5-389.2x
802C,G56.1,5-388.23
802C,G56.1,5-910
801D,G56.1,5-388.20
802C,G56.1,5-386.a2
802C,G56.1,5-915.49
801E,G56.1,5-869.2
802A,G56.1,5-908.3
801D,G56.1,5-389.23
802A,G56.1,5-388.24
801D,G56.1,5-840.81
801D,G56.1,5-840.82
801D,G56.1,5-840.80
802D,G56.1,5-389.x
801D,G56.1,5-389.a2
802A,G56.1,5-770.7
801D,G56.1,5-840.84
801D,G56.1,5-840.85
802D,G56.1,5-898.3
802D,G56.1,5-907.04
802D,G56.1,5-908.1
802C,G56.1,5-908.2
802C,G56.1,5-915.48
801D,G57.8,5-840.62
801D,G57.8,5-011.x
802C,G57.8,5-388.2x
802C,G57.8,5-399.2
801E,G57.8,5-389.2x
802C,G57.8,5-388.23
802C,G57.8,5-910
801D,G57.8,5-388.20
802C,G57.8,5-386.a2
802C,G57.8,5-915.49
801E,G57.8,5-869.2
802A,G57.8,5-908.3
801D,G57.8,5-389.23
802A,G57.8,5-388.24
801D,G57.8,5-840.81
801D,G57.8,5-840.82
801D,G57.8,5-840.80
802D,G57.8,5-389.x
801D,G57.8,5-389.a2
802A,G57.8,5-770.7
801D,G57.8,5-840.84
801D,G57.8,5-840.85
802D,G57.8,5-898.3
802D,G57.8,5-907.04
802D,G57.8,5-908.1
802C,G57.8,5-908.2
802C,G57.8,5-915.48
801D,G71.0,5-840.62
801D,G71.0,5-011.x
802C,G71.0,5-388.2x
802C,G71.0,5-399.2
801E,G71.0,5-389.2x
802C,G71.0,5-388.23
802C,G71.0,5-910
801D,G71.0,5-388.20
802C,G71.0,5-386.a2
802C,G71.0,5-915.49
801E,G71.0,5-869.2
802A,G71.0,5-908.3
801D,G71.0,5-389.23
802A,G71.0,5-388.24
801D,G71.0,5-840.81
801D,G71.0,5-840.82
801D,G71.0,5-840.80
802D,G71.0,5-389.x
801D,G71.0,5-389.a2
802A,G71.0,5-770.7
801D,G71.0,5-840.84
801D,G71.0,5-840.85
802D,G71.0,5-898.3
802D,G71.0,5-907.04
802D,G71.0,5-908.1
802C,G71.0,5-908.2
802C,G71.0,5-915.48
801D,S64.0,5-840.62
801D,S64.0,5-011.x
802C,S64.0,5-388.2x
802C,S64.0,5-399.2
801E,S64.0,5-389.2x
802C,S64.0,5-388.23
802C,S64.0,5-910
801D,S64.0,5-840.71
801D,S64.0,5-388.20
802C,S64.0,5-386.a2
802C,S64.0,5-915.49
801E,S64.0,5-869.2
802A,S64.0,5-908.3
801D,S64.0,5-389.23
801D,S64.0,5-840.72
801E,S64.0,5-846.4
802A,S64.0,5-388.24
801D,S64.0,5-840.81
801E,S64.0,5-807.0
801D,S64.0,5-840.82
801D,S64.0,5-840.80
802D,S64.0,5-389.x
801D,S64.0,5-389.a2
802A,S64.0,5-770.7
801D,S64.0,5-840.84
801D,S64.0,5-840.85
802D,S64.0,5-898.3
802D,S64.0,5-907.04
802D,S64.0,5-908.1
802C,S64.0,5-908.2
802C,S64.0,5-915.48
801D,G12.2,5-840.62
801D,G12.2,5-011.x
802C,G12.2,5-388.2x
802C,G12.2,5-399.2
801E,G12.2,5-389.2x
802C,G12.2,5-388.23
802C,G12.2,5-910
801D,G12.2,5-388.20
802C,G12.2,5-386.a2
802C,G12.2,5-915.49
801E,G12.2,5-869.2
802A,G12.2,5-908.3
801D,G12.2,5-389.23
802A,G12.2,5-388.24
801D,G12.2,5-840.81
801D,G12.2,5-840.82
801D,G12.2,5-840.80
802D,G12.2,5-389.x
801D,G12.2,5-389.a2
802A,G12.2,5-770.7
801D,G12.2,5-840.84
801D,G12.2,5-840.85
802D,G12.2,5-898.3
802D,G12.2,5-907.04
802D,G12.2,5-908.1
802C,G12.2,5-908.2
802C,G12.2,5-915.48
801D,G56.8,5-840.62
801D,G56.8,5-011.x
802C,G56.8,5-388.2x
802C,G56.8,5-399.2
801E,G56.8,5-389.2x
802C,G56.8,5-388.23
802C,G56.8,5-910
801D,G56.8,5-388.20
802C,G56.8,5-386.a2
802C,G56.8,5-915.49
801E,G56.8,5-869.2
802A,G56.8,5-908.3
801D,G56.8,5-389.23
802A,G56.8,5-388.24
801D,G56.8,5-840.81
801D,G56.8,5-840.82
801D,G56.8,5-840.80
802D,G56.8,5-389.x
801D,G56.8,5-389.a2
802A,G56.8,5-770.7
801D,G56.8,5-840.84
801D,G56.8,5-840.85
802D,G56.8,5-898.3
802D,G56.8,5-907.04
802D,G56.8,5-908.1
802C,G56.8,5-908.2
802C,G56.8,5-915.48
801D,C79.3,5-840.62
801D,C79.3,5-011.x
802C,C79.3,5-388.2x
802C,C79.3,5-399.2
801E,C79.3,5-389.2x
802C,C79.3,5-388.23
802C,C79.3,5-910
801D,C79.3,5-840.71
801D,C79.3,5-388.20
802C,C79.3,5-386.a2
802C,C79.3,5-915.49
801E,C79.3,5-869.2
802A,C79.3,5-908.3
801D,C79.3,5-389.23
801D,C79.3,5-840.72
801E,C79.3,5-846.4
802A,C79.3,5-388.24
801D,C79.3,5-840.81
801E,C79.3,5-807.0
801D,C79.3,5-840.82
801D,C79.3,5-840.80
802D,C79.3,5-389.x
801D,C79.3,5-389.a2
802A,C79.3,5-770.7
801D,C79.3,5-840.84
801D,C79.3,5-840.85
802D,C79.3,5-898.3
802D,C79.3,5-907.04
802D,C79.3,5-908.1
802C,C79.3,5-908.2
802C,C79.3,5-915.48
801D,S64.8,5-840.62
801D,S64.8,5-011.x
802C,S64.8,5-388.2x
802C,S64.8,5-399.2
801E,S64.8,5-389.2x
802C,S64.8,5-388.23
802C,S64.8,5-910
801D,S64.8,5-840.71
801D,S64.8,5-388.20
802C,S64.8,5-386.a2
802C,S64.8,5-915.49
801E,S64.8,5-869.2
802A,S64.8,5-908.3
801D,S64.8,5-389.23
801D,S64.8,5-840.72
801E,S64.8,5-846.4
802A,S64.8,5-388.24
801D,S64.8,5-840.81
801E,S64.8,5-807.0
801D,S64.8,5-840.82
801D,S64.8,5-840.80
802D,S64.8,5-389.x
801D,S64.8,5-389.a2
802A,S64.8,5-770.7
801D,S64.8,5-840.84
801D,S64.8,5-840.85
802D,S64.8,5-898.3
802D,S64.8,5-907.04
